Head_x,Head_y,ProThorax_x,ProThorax_y,MesoThorax_x,MesoThorax_y,MetaThorax_x,MetaThorax_y,Abdomen_x,Abdomen_y,Abdomen_Mid_x,Abdomen_Mid_y,Abdomen_Tip_x,Abdomen_Tip_y,FL_Tibia_x,FL_Tibia_y,FL_Femur_x,FL_Femur_y,FL_Trochanter_x,FL_Trochanter_y,FL_Coxa_x,FL_Coxa_y,ML_Tarsi_x,ML_Tarsi_y,ML_Femur_x,ML_Femur_y,ML_Trochanter_x,ML_Trochanter_y,ML_Coxa_x,ML_Coxa_y,HL_Tarsi_x,HL_Tarsi_y,HL_Femur_x,HL_Femur_y,HL_Trochanter_x,HL_Trochanter_y,HL_Coxa_x,HL_Coxa_y
337.0284118652344,366.7522277832031,317.236328125,370.727783203125,236.14874267578125,407.15179443359375,207.13323974609375,430.0495910644531,174.61715698242188,450.0239562988281,128.9014892578125,430.3271179199219,98.73611450195312,380.453369140625,321.609130859375,527.3323974609375,327.09539794921875,481.9980163574219,254.4560089111328,439.97650146484375,291.5266418457031,389.2184753417969,247.00741577148438,520.2422485351562,246.61190795898438,428.2734680175781,209.02685546875,461.97064208984375,218.5344696044922,432.9685974121094,109.79590606689453,514.3411865234375,149.48553466796875,443.9131164550781,166.6309356689453,470.2822265625,184.02040100097656,453.80084228515625
337.05426025390625,366.80419921875,317.2432861328125,370.7658996582031,236.15576171875,407.1571044921875,207.1470947265625,430.05712890625,174.62921142578125,450.0595397949219,128.9014892578125,430.4042053222656,98.7452621459961,380.4777526855469,321.609130859375,527.425048828125,327.1221618652344,482.0068054199219,254.55567932128906,439.9801330566406,291.5988464355469,389.2353820800781,247.02322387695312,520.257568359375,246.61190795898438,428.2734680175781,209.0304718017578,461.97308349609375,218.59449768066406,432.9895935058594,109.79720306396484,514.3411865234375,149.48553466796875,443.9131164550781,166.63803100585938,470.2878723144531,184.0280303955078,453.8330383300781
337.0602722167969,366.80950927734375,317.25006103515625,370.76995849609375,236.15977478027344,407.1571044921875,207.15411376953125,430.0738830566406,174.62921142578125,450.0599670410156,128.9014892578125,430.4109802246094,98.75150299072266,380.48651123046875,321.61724853515625,527.5160522460938,327.1588439941406,482.0269775390625,254.57650756835938,439.9801330566406,291.6238098144531,389.2383117675781,247.0299530029297,520.2696533203125,246.61695861816406,428.2734680175781,209.04295349121094,461.97308349609375,218.6000213623047,433.0016784667969,109.80303955078125,514.3469848632812,149.48553466796875,443.9131164550781,166.63803100585938,470.2911376953125,184.0280303955078,453.84130859375
337.06109619140625,366.81756591796875,317.2764892578125,370.77288818359375,236.15977478027344,407.1571044921875,207.1470947265625,430.0832824707031,174.62921142578125,450.0711975097656,128.91012573242188,430.41485595703125,98.7452621459961,380.4898986816406,321.61724853515625,527.51953125,327.18902587890625,482.0275573730469,254.57650756835938,439.9801330566406,291.638671875,389.23992919921875,247.0408477783203,520.2722778320312,246.6263885498047,428.2684631347656,209.04295349121094,461.97064208984375,218.6000213623047,432.9895935058594,109.80303955078125,514.3411865234375,149.48553466796875,443.9086608886719,166.63803100585938,470.2878723144531,184.0280303955078,453.8330383300781
337.064697265625,366.8423767089844,317.2861328125,370.79046630859375,236.15977478027344,407.15625,207.1470947265625,430.08526611328125,174.6466827392578,450.07208251953125,128.92855834960938,430.454345703125,98.74641418457031,380.4898986816406,321.61724853515625,527.51953125,327.1996765136719,482.0365905761719,254.55567932128906,439.89276123046875,291.64227294921875,389.23992919921875,247.0299530029297,520.274658203125,246.66233825683594,428.2684631347656,209.05014038085938,461.96783447265625,218.6000213623047,432.9895935058594,109.80303955078125,514.3405151367188,149.48553466796875,443.88043212890625,166.64227294921875,470.2878723144531,184.03050231933594,453.8330383300781
337.21881103515625,366.9452819824219,317.3472595214844,370.8345642089844,236.08572387695312,407.15625,207.02662658691406,430.1093444824219,174.74842834472656,450.1612854003906,128.92855834960938,430.454345703125,98.75150299072266,380.4907531738281,321.69769287109375,527.51953125,327.1996765136719,482.0439147949219,254.49209594726562,439.8580017089844,291.6954650878906,389.2411804199219,247.02322387695312,520.3440551757812,246.75540161132812,428.2684631347656,209.1202850341797,461.95037841796875,218.5934600830078,432.9512939453125,109.7927017211914,514.321533203125,149.4713897705078,443.72125244140625,166.6872100830078,470.2682800292969,184.27813720703125,453.5915832519531
337.21881103515625,366.9482727050781,317.35858154296875,370.8480224609375,236.0836181640625,407.15625,207.01480102539062,430.12933349609375,174.74969482421875,450.1658020019531,128.9437255859375,430.454345703125,98.74641418457031,380.4910888671875,321.69769287109375,527.4896850585938,327.1996765136719,482.0980224609375,254.490478515625,439.85675048828125,291.7177734375,389.2576599121094,247.00860595703125,520.3486938476562,246.75869750976562,428.2839050292969,209.12481689453125,461.95037841796875,218.58767700195312,432.9444580078125,109.79147338867188,514.321533203125,149.4644775390625,443.6809387207031,166.6872100830078,470.2620544433594,184.2830047607422,453.5873107910156
337.2192687988281,366.9482727050781,317.41326904296875,370.893798828125,236.0836181640625,407.19451904296875,206.99539184570312,430.137451171875,174.75894165039062,450.1658020019531,128.95181274414062,430.4573059082031,98.72987365722656,380.54766845703125,321.69769287109375,527.4896850585938,327.16265869140625,482.1050720214844,254.484619140625,439.81427001953125,291.7177734375,389.3053894042969,246.97784423828125,520.3486938476562,246.75869750976562,428.2839050292969,209.12481689453125,461.95037841796875,218.58767700195312,432.93560791015625,109.78101348876953,514.31689453125,149.4644775390625,443.6809387207031,166.7023162841797,470.2616882324219,184.2980499267578,453.5804748535156
337.2192687988281,366.9452819824219,317.4146423339844,370.893798828125,236.0836181640625,407.19451904296875,206.99539184570312,430.13934326171875,174.76162719726562,450.1612854003906,128.96234130859375,430.458984375,98.71463775634766,380.54766845703125,321.6915283203125,527.4896850585938,327.0515441894531,482.115234375,254.45111083984375,439.809814453125,291.7254943847656,389.3053894042969,246.9364471435547,520.3494262695312,246.75540161132812,428.2839050292969,209.12481689453125,461.953369140625,218.56983947753906,432.9444580078125,109.77922821044922,514.3148193359375,149.44094848632812,443.6809387207031,166.71017456054688,470.237548828125,184.2985076904297,453.5767517089844
337.345703125,366.9139099121094,317.4146423339844,370.893798828125,236.09519958496094,407.19451904296875,206.99539184570312,430.14434814453125,174.7767333984375,450.10638427734375,129.0281219482422,430.51837158203125,98.63977813720703,380.611572265625,321.6272888183594,527.6036987304688,327.0277099609375,482.19000244140625,254.4141082763672,439.809814453125,291.7177734375,389.3053894042969,246.93385314941406,520.3668823242188,246.73997497558594,428.2839050292969,209.1038818359375,461.96087646484375,218.56983947753906,432.9338684082031,109.77747344970703,514.3098754882812,149.34292602539062,443.6664733886719,166.7603302001953,470.1519775390625,184.39584350585938,453.36834716796875
337.4064025878906,366.7782897949219,317.41326904296875,370.890869140625,236.12603759765625,407.153564453125,207.0218963623047,430.14434814453125,174.8490447998047,450.0431213378906,129.0902862548828,430.5948791503906,98.62645721435547,380.6119384765625,321.62164306640625,527.6375122070312,327.0117492675781,482.2079162597656,254.39178466796875,439.7942199707031,291.7391357421875,389.29962158203125,246.93385314941406,520.3668823242188,246.73997497558594,428.2839050292969,209.1038818359375,462.00360107421875,218.5736083984375,432.9338684082031,109.77133178710938,514.3098754882812,149.3124542236328,443.6664733886719,166.77264404296875,470.1519775390625,184.4602813720703,453.35113525390625
337.41461181640625,366.7782897949219,317.41326904296875,370.890869140625,236.1527862548828,407.153564453125,207.03765869140625,430.14434814453125,174.8616485595703,450.0323486328125,129.0902862548828,430.5981750488281,98.59752655029297,380.6218566894531,321.61712646484375,527.6473388671875,327.0117492675781,482.2169189453125,254.39178466796875,439.79290771484375,291.7359924316406,389.2718505859375,246.93385314941406,520.3494873046875,246.73220825195312,428.28594970703125,209.10191345214844,462.00360107421875,218.5771484375,432.9493408203125,109.77747344970703,514.3004760742188,149.29080200195312,443.6958923339844,166.773681640625,470.1519775390625,184.4602813720703,453.35113525390625
337.41461181640625,366.7782897949219,317.4289855957031,370.890869140625,236.15377807617188,407.1357116699219,207.03765869140625,430.15594482421875,174.87696838378906,450.0010986328125,129.0902862548828,430.5981750488281,98.58898162841797,380.6218566894531,321.61712646484375,527.668212890625,326.9898376464844,482.21136474609375,254.39178466796875,439.78875732421875,291.73980712890625,389.25469970703125,246.93385314941406,520.3497924804688,246.73220825195312,428.32574462890625,209.10191345214844,462.00360107421875,218.5771484375,432.9493408203125,109.77747344970703,514.2948608398438,149.279296875,443.6958923339844,166.77484130859375,470.15216064453125,184.4602813720703,453.35113525390625
337.41461181640625,366.8355712890625,317.45562744140625,370.9582214355469,236.17686462402344,407.1357116699219,207.03990173339844,430.1735534667969,174.90354919433594,449.9992980957031,129.06146240234375,430.5948791503906,98.58067321777344,380.6218566894531,321.49169921875,527.7120361328125,326.9524230957031,482.23114013671875,254.3851776123047,439.79290771484375,291.7645568847656,389.25469970703125,246.93385314941406,520.3497924804688,246.73220825195312,428.3262939453125,209.07333374023438,461.9158935546875,218.60696411132812,432.9338684082031,109.79752349853516,514.2391357421875,149.234375,443.713623046875,166.78240966796875,470.184814453125,184.4510955810547,453.36651611328125
337.41461181640625,366.8514709472656,317.4626159667969,370.9685974121094,236.21279907226562,407.1274719238281,207.05218505859375,430.1735534667969,174.9151153564453,449.9979553222656,129.04876708984375,430.53106689453125,98.54550170898438,380.6218566894531,321.4835205078125,527.77197265625,326.943603515625,482.2424621582031,254.38299560546875,439.7942199707031,291.7979736328125,389.2330017089844,246.94363403320312,520.3494873046875,246.72996520996094,428.3262939453125,209.07168579101562,461.8995361328125,218.6178436279297,432.8695373535156,109.79752349853516,514.2279052734375,149.21841430664062,443.74322509765625,166.78240966796875,470.2092590332031,184.40895080566406,453.3791198730469
337.4535827636719,366.91253662109375,317.47308349609375,370.9734191894531,236.23553466796875,407.1075439453125,207.05218505859375,430.1735534667969,174.92086791992188,449.9992980957031,129.0283203125,430.499267578125,98.5070571899414,380.6218566894531,321.4447021484375,527.7782592773438,326.943603515625,482.2424621582031,254.39556884765625,439.82318115234375,291.7979736328125,389.2276611328125,247.03475952148438,520.3497924804688,246.7265625,428.3262939453125,209.05438232421875,461.8923034667969,218.62977600097656,432.86663818359375,109.7983169555664,514.20849609375,149.21841430664062,443.74322509765625,166.79171752929688,470.2282409667969,184.40670776367188,453.4013671875
337.4804382324219,366.9788818359375,317.47308349609375,371.0129089355469,236.2751007080078,407.0028381347656,207.05218505859375,430.0958251953125,174.9370574951172,449.9979553222656,129.0189666748047,430.499267578125,98.44981384277344,380.6340637207031,321.4447021484375,527.7782592773438,326.943603515625,482.2489013671875,254.38299560546875,439.830810546875,291.8193359375,389.21612548828125,247.03475952148438,520.380126953125,246.6941680908203,428.2246398925781,209.04049682617188,461.8864440917969,218.62977600097656,432.8351745605469,109.7983169555664,514.2142944335938,149.21841430664062,443.7398376464844,166.79171752929688,470.233154296875,184.40895080566406,453.3791198730469
337.4991455078125,366.9857177734375,317.4936218261719,371.0277099609375,236.2751007080078,407.0022888183594,207.05218505859375,430.0958251953125,174.9370574951172,449.9761657714844,128.90750122070312,430.499267578125,98.42377471923828,380.6679382324219,321.4447021484375,527.7782592773438,326.9981994628906,482.2489013671875,254.35653686523438,439.8348693847656,291.80340576171875,389.21612548828125,247.03475952148438,520.380126953125,246.5826873779297,428.1034240722656,209.01646423339844,461.84161376953125,218.6178436279297,432.8351745605469,109.79151153564453,514.20849609375,149.343505859375,443.7398376464844,166.79171752929688,470.25201416015625,184.40895080566406,453.3791198730469
337.5097351074219,366.99371337890625,317.4936218261719,371.0280456542969,236.2751007080078,407.0022888183594,207.0218048095703,430.0958251953125,174.9370574951172,449.971435546875,128.90750122070312,430.5423583984375,98.4106216430664,380.73974609375,321.4447021484375,527.76806640625,327.0169677734375,482.2392883300781,254.34739685058594,439.8511657714844,291.8193359375,389.1978454589844,247.03475952148438,520.3553466796875,246.5798797607422,428.1034240722656,208.99282836914062,461.84161376953125,218.6145782470703,432.8351745605469,109.7903060913086,514.2045288085938,149.37106323242188,443.7398376464844,166.79171752929688,470.25201416015625,184.4064178466797,453.3791198730469
337.5097351074219,366.99505615234375,317.4983215332031,371.0618591308594,236.2344970703125,407.0022888183594,207.0218048095703,430.1260681152344,174.9370574951172,449.9761657714844,128.89340209960938,430.5423583984375,98.36773681640625,380.8335876464844,321.4447021484375,527.7113647460938,327.0169677734375,482.2392883300781,254.3092803955078,439.87164306640625,291.8193359375,389.1978454589844,247.03475952148438,520.380126953125,246.56997680664062,428.0813293457031,208.99282836914062,461.8295593261719,218.6145782470703,432.85455322265625,109.79054260253906,514.1795043945312,149.37106323242188,443.7364501953125,166.78839111328125,470.25433349609375,184.40692138671875,453.40277099609375
337.5224304199219,367.0349426269531,317.4983215332031,371.0768127441406,236.23208618164062,407.03350830078125,207.0218048095703,430.1399841308594,174.949951171875,449.9761657714844,128.89340209960938,430.5423583984375,98.30467987060547,380.846435546875,321.4205322265625,527.6993408203125,327.0169677734375,482.2489013671875,254.27008056640625,439.8858337402344,291.82379150390625,389.1996765136719,246.98960876464844,520.3941650390625,246.55389404296875,428.0803527832031,208.99282836914062,461.8295593261719,218.6145782470703,432.8874816894531,109.79054260253906,514.1724243164062,149.37106323242188,443.7364501953125,166.78460693359375,470.25469970703125,184.40692138671875,453.40277099609375
337.5384521484375,367.05059814453125,317.50640869140625,371.08135986328125,236.193115234375,407.0489807128906,207.0286102294922,430.1697082519531,174.9532928466797,450.0002136230469,128.84628295898438,430.4934387207031,98.29391479492188,380.9183654785156,321.4117126464844,527.6678466796875,326.7669982910156,482.2525939941406,254.2412109375,439.8883361816406,291.82379150390625,389.20751953125,247.01052856445312,520.3941650390625,246.55296325683594,428.0813293457031,209.01658630371094,461.8539123535156,218.64451599121094,432.9056396484375,109.79054260253906,514.1243896484375,149.38343811035156,443.63934326171875,166.78839111328125,470.25433349609375,184.40692138671875,453.415771484375
