Head_x,Head_y
348.686,0.518
348.708,0.554
348.717,0.554
348.708,0.554
348.704,0.557
348.708,0.557
348.704,0.568
348.704,0.57
348.716,0.57
348.738,0.568
348.741,0.57
348.741,0.522
348.741,0.517
348.738,0.521
348.737,0.522
348.737,0.522
348.738,0.545
348.733,0.55
348.733,0.552
348.726,0.554
348.723,0.562
348.718,0.572
348.712,0.573
348.701,0.574
348.701,0.574
348.701,0.573
348.702,0.565
348.702,0.565
348.702,0.564
348.688,0.562
348.688,0.564
348.671,0.565
348.671,0.562
348.669,0.554
348.669,0.552
348.646,0.548
348.646,0.548
348.644,0.548
348.634,0.548
348.634,0.549
348.632,0.549
348.632,0.549
348.632,0.549
348.632,0.542
348.64,0.542
348.64,0.535
348.64,0.533
348.628,0.533
348.624,0.542
348.624,0.547
348.624,0.551
348.624,0.559
348.643,0.569
348.643,0.559
348.651,0.559
348.643,0.536
348.638,0.528
348.628,0.524
348.628,0.524
348.628,0.524
348.653,0.535
348.656,0.535
348.656,0.535
348.656,0.533
348.656,0.533
348.647,0.533
348.636,0.531
348.634,0.531
348.634,0.531
348.636,0.531
348.636,0.528
348.637,0.527
348.637,0.527
348.641,0.523
348.636,0.521
348.641,0.521
348.641,0.521
348.659,0.715
348.66,0.724
348.66,0.728
348.66,0.728
348.665,0.729
348.673,0.733
348.677,0.734
348.681,0.734
348.682,0.739
348.696,0.749
348.696,0.749
348.696,0.751
348.696,0.749
348.693,0.738
348.693,0.729
348.713,0.729
348.713,0.725
348.693,0.725
348.679,0.725
348.674,0.729
348.653,0.729
348.653,0.73
348.653,0.742
348.665,0.765
348.665,0.765
348.665,0.772
348.665,0.765
348.663,0.765
348.641,0.734
348.641,0.734
348.641,0.734
348.682,0.753
348.683,0.808
348.683,0.808
348.683,0.808
348.641,0.767
348.641,0.758
348.638,0.753
348.638,0.757
348.639,0.757
348.638,0.757
348.638,0.757
348.639,0.757
348.649,0.734
348.65,0.734
348.65,0.734
348.65,0.735
348.662,0.761
348.664,0.77
348.664,0.77
348.664,0.774
348.662,0.774
348.662,0.774
348.661,0.773
348.66,0.754
348.661,0.754
