Head_x,Head_y
300.508,170.602
300.789,171.371
302.398,172.118
302.613,173.004
303.848,174.594
304.748,174.797
307.752,175.98
308.153,176.051
308.153,176.271
308.153,176.271
308.141,177.111
308.141,177.459
308.141,178.497
308.141,179.445
309.282,180.804
309.536,181.397
314.531,184.178
315.313,184.871
318.309,187.485
318.309,187.485
318.309,187.485
271.938,182.557
271.938,182.557
271.938,182.557
273.424,187.2
274.439,191.279
276.597,191.809
276.597,192.193
278.084,193.205
278.236,195.112
281.049,196.686
283.415,198.457
286.264,198.562
287.439,199.258
287.945,199.398
289.062,199.672
289.387,199.672
289.891,199.48
289.891,199.672
289.891,199.637
288.625,199.48
288.148,199.637
286.125,199.793
283.38,200.523
281.619,200.523
277.647,200.523
277.503,200.373
277.078,200.369
276.466,200.289
275.933,200.164
275.836,200.059
275.223,199.707
275.223,199.34
275.104,199.34
275.104,199.332
275.24,199.238
275.36,198.955
276.031,198.014
276.031,195.867
276.031,194.724
271.727,192.547
271.727,191.191
271.727,191.191
311.23,191.191
312.215,191.629
312.215,191.629
312.215,191.629
309.593,188.333
309.593,188.333
309.454,188.021
309.454,187.888
309.454,187.489
308.766,186.748
307.726,186.375
305.129,185.711
300.003,181.639
299.322,181.539
299.322,181.366
299.226,179.624
299.226,179.531
299.226,178.812
298.875,178.776
298.379,178.729
296.475,177.113
296.475,176.236
296.207,174.219
296.207,173.48
296.828,173.48
296.828,172.966
296.332,172.78
296.445,172.78
296.371,172.78
296.332,172.94
296.332,172.996
296.371,173.225
296.371,173.326
296.582,173.43
296.766,173.665
296.766,173.764
296.766,174.105
296.207,174.211
296.207,174.633
296.207,175.094
296.4,175.676
296.535,175.691
296.625,175.691
296.906,175.691
296.926,175.824
296.943,175.832
297.359,175.832
297.516,175.949
297.566,176.139
297.715,176.303
298.064,176.73
298.108,176.76
298.477,176.928
298.755,176.928
298.85,177.047
299.011,177.096
299.893,177.096
300.2,177.014
300.2,177.014
300.2,176.781
300.2,176.668
299.945,176.408
299.945,176.408
300.562,176.668
300.562,176.668
299.259,175.637
287.805,138.11
287.805,111.078
287.805,109.854
290.954,108.783
292.865,103.324
292.865,101.834
292.865,96.227
288.148,90.683
280.285,88.168
275.765,84.901
275.765,83.123
275.765,82.931
276.55,77.751
276.55,70.967
276.55,70.967
279.596,70.967
272.768,62.283
239.641,55.012
235.875,96.008
239.641,96.008
239.641,105.816
274.617,105.816
274.617,161.195
274.617,105.816
276.337,97.295
276.337,97.295
263.881,113.43
276.337,93.736
278.154,93.736
279.133,93.736
282.435,84.332
283.885,23.504
283.885,23.504
282.435,23.504
52.289,214.594
51.273,215.621
51.144,276.403
51.273,276.836
51.273,276.836
122.474,276.403
122.474,43.375
122.474,43.375
115.613,43.375
97.627,1000.66
52.16,1000.783
52.16,1000.783
52.16,1000.66
115.664,975.645
116.469,41.975
116.469,41.975
115.664,41.975
113.562,44.88
95.582,1000.254
95.582,1000.254
95.582,1000.254
109.171,114.386
110.482,106.918
118.234,103.883
115.249,101.203
114.398,43.433
114.398,43.433
114.398,43.433
95.125,1009.697
53.109,1009.697
53.109,1009.697
51.644,1000.518
51.644,270.242
51.169,105.873
49.605,105.873
49.605,97.41
215.309,96.914
204.381,96.752
204.381,96.752
204.381,96.752
187.583,161.996
175.133,247.367
152.965,410.776
149.357,465.355
147.082,485.842
144.598,538.85
111.668,707.916
111.668,775.918
109.844,820.464
109.844,976.375
130.603,1004.604
130.603,1004.604
96.891,1004.763
96.891,1008.547
70.857,1008.797
51.962,1008.797
51.962,1008.547
51.962,1007.438
52.186,1007.301
52.247,1007.258
52.247,1007.258
52.186,1007.301
52.186,1007.301
52.084,1007.199
49.256,1009.418
49.885,1009.418
49.885,1009.078
49.885,1009.438
49.885,1009.438
49.885,1009.078
51.361,1009.078
51.361,1000.461
51.942,1000.314
51.942,1000.461
51.942,1009.463
51.492,1000.832
51.366,1009.934
51.179,1009.934
49.281,1009.096
49.281,1000.941
49.053,1000.941
49.053,1000.941
49.355,1000.772
49.355,1000.772
49.154,1000.643
49.154,1000.832
49.154,1000.832
48.896,1008.629
36.541,1008.629
36.47,1008.629
36.47,1008.43
36.47,1008.43
36.941,1008.43
48.672,1008.66
49.359,1008.66
49.359,1009.805
49.359,1009.777
49.822,1009.777
49.359,1007.727
49.348,1009.777
49.365,1009.777
49.365,1009.719
49.365,1009.85
49.365,1009.939
49.365,1009.941
49.285,1009.941
49.285,1009.941
49.285,1009.65
49.803,1009.65
49.803,1009.65
49.803,1009.791
49.803,1009.889
49.803,1009.889
49.594,1009.889
48.408,1009.953
48.717,1009.873
48.717,1009.809
48.717,1009.873
48.717,1010.02
48.717,1010.02
50.227,1010.038
50.545,1010.038
50.545,1010.02
50.545,1010.068
50.68,1010.068
50.68,1009.877
50.68,1009.877
50.437,1009.877
48.934,1009.877
48.787,1009.877
48.787,1010.03
48.787,1010.13
48.787,1010.13
48.787,1010.03
36.576,1008.918
36.534,1008.918
36.534,1008.918
36.553,1009.236
36.553,1009.531
36.354,1009.676
36.394,1009.85
36.394,1009.85
36.394,1009.85
97.57,1009.85
97.57,1009.975
97.57,1009.244
53.722,1009.975
53.722,1009.244
53.722,1009.244
53.722,1009.244
53.722,1009.391
53.299,1009.391
53.299,1009.619
36.5,1009.619
36.5,1009.391
51.256,1010.415
51.256,1010.415
51.256,1010.566
51.982,1010.764
53.26,1010.764
93.516,1010.566
324.355,1001.641
329.938,1001.541
334.133,999.738
335.359,992.98
335.963,989.18
337.557,986.367
339.607,985.627
343.213,982.762
