scorer,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000,DLC_resnet50_Mantis target distance and angleAug20shuffle1_250000
bodyparts,Head,Head,Head,ProThorax,ProThorax,ProThorax,MesoThorax,MesoThorax,MesoThorax,MetaThorax,MetaThorax,MetaThorax,Abdomen,Abdomen,Abdomen,Abdomen_Mid,Abdomen_Mid,Abdomen_Mid,Abdomen_Tip,Abdomen_Tip,Abdomen_Tip,FL_Tibia,FL_Tibia,FL_Tibia,FL_Femur,FL_Femur,FL_Femur,FL_Trochanter,FL_Trochanter,FL_Trochanter,FL_Coxa,FL_Coxa,FL_Coxa,ML_Tarsi,ML_Tarsi,ML_Tarsi,ML_Femur,ML_Femur,ML_Femur,ML_Trochanter,ML_Trochanter,ML_Trochanter,ML_Coxa,ML_Coxa,ML_Coxa,HL_Tarsi,HL_Tarsi,HL_Tarsi,HL_Femur,HL_Femur,HL_Femur,HL_Trochanter,HL_Trochanter,HL_Trochanter,HL_Coxa,HL_Coxa,HL_Coxa
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,369.1915283203125,384.8986511230469,0.9864098429679871,366.9972839355469,395.2240905761719,0.9855988025665283,332.97332763671875,469.4410095214844,0.9916993379592896,324.0309143066406,490.6562194824219,0.9969635605812073,310.6112976074219,508.2980651855469,0.9924433827400208,278.61651611328125,531.4423217773438,0.9545176029205322,229.6687469482422,522.4910888671875,0.9915823340415955,446.7643737792969,510.4564208984375,0.9917550086975098,431.685791015625,487.2650146484375,0.9965016841888428,381.1961364746094,459.41107177734375,0.996505618095398,359.9188537597656,416.98828125,0.9893710613250732,379.47442626953125,575.3640747070312,0.9962672591209412,360.2521667480469,519.5693969726562,0.9890301823616028,333.1863098144531,507.17901611328125,0.9997209906578064,330.6814270019531,484.79559326171875,0.9978123903274536,283.415283203125,578.1559448242188,0.9981125593185425,287.8211364746094,521.8123168945312,0.7377334833145142,315.69915771484375,520.6694946289062,0.9979242086410522,318.2621765136719,503.9048156738281,0.9978927969932556
1,369.1915283203125,385.0167541503906,0.9863036274909973,367.000732421875,395.2866516113281,0.9857295751571655,332.97332763671875,469.5202331542969,0.9921939373016357,324.033935546875,490.70574951171875,0.9969764947891235,310.6112976074219,508.3449401855469,0.9927417039871216,278.62005615234375,531.4423217773438,0.9544897079467773,229.7326202392578,522.5084838867188,0.9917057752609253,446.7643737792969,510.5249938964844,0.9907087087631226,431.6912536621094,487.2917175292969,0.9964463114738464,381.2089538574219,459.4905090332031,0.996574878692627,359.9188537597656,417.0948181152344,0.9890704154968262,379.47674560546875,575.3665771484375,0.9962815642356873,360.25592041015625,519.6380004882812,0.9892376661300659,333.1863098144531,507.20416259765625,0.9997321963310242,330.6814270019531,484.79559326171875,0.997880220413208,283.4557189941406,578.1602783203125,0.9981579184532166,287.9317321777344,521.8123168945312,0.7383838295936584,315.723388671875,520.6963500976562,0.9978992938995361,318.2621765136719,503.9558410644531,0.997914731502533
2,369.1915283203125,385.0316162109375,0.9866024255752563,367.0123596191406,395.28802490234375,0.9857677817344666,332.97332763671875,469.5202331542969,0.992167055606842,324.0340270996094,490.70574951171875,0.9969916343688965,310.6210632324219,508.3449401855469,0.9926645159721375,278.6480712890625,531.4441528320312,0.9543680548667908,229.85142517089844,522.5479125976562,0.9907594919204712,446.7643737792969,510.5441589355469,0.9912575483322144,431.7417297363281,487.3329772949219,0.9964649677276611,381.2124328613281,459.49114990234375,0.9965599179267883,359.9188537597656,417.10498046875,0.9890572428703308,379.4975280761719,575.3665771484375,0.9962551593780518,360.25592041015625,519.6660766601562,0.9895620942115784,333.18670654296875,507.20416259765625,0.9997298121452332,330.70166015625,484.79559326171875,0.9978612065315247,283.47198486328125,578.1602783203125,0.9981874823570251,288.1011657714844,521.87353515625,0.7420390844345093,315.7522277832031,520.6963500976562,0.9979047775268555,318.26904296875,503.95794677734375,0.9978874325752258
3,369.1863708496094,385.08331298828125,0.9862095713615417,367.000732421875,395.3160705566406,0.9859364032745361,332.9574890136719,469.5202331542969,0.992260754108429,324.033935546875,490.70892333984375,0.9969984292984009,310.6112976074219,508.3511047363281,0.992662787437439,278.6480712890625,531.4484252929688,0.9544243216514587,229.87353515625,522.5479125976562,0.990566074848175,446.7643737792969,510.5249938964844,0.9910277724266052,431.6912536621094,487.3700866699219,0.9963764548301697,381.2124328613281,459.4938049316406,0.9964525699615479,359.78375244140625,417.10498046875,0.9891512393951416,379.4975280761719,575.3640747070312,0.996264636516571,360.2527160644531,519.6856689453125,0.9897214770317078,333.1863098144531,507.2106628417969,0.9997323155403137,330.6814270019531,484.794189453125,0.9978927969932556,283.47198486328125,578.177490234375,0.9982179999351501,288.1011657714844,521.87353515625,0.740574300289154,315.723388671875,520.6988525390625,0.9979033470153809,318.2621765136719,503.9664001464844,0.9978845715522766
4,369.1716003417969,385.08331298828125,0.9861565828323364,366.9972839355469,395.3160705566406,0.9856228828430176,332.91741943359375,469.5340881347656,0.9923743605613708,324.0309143066406,490.7098083496094,0.99672532081604,310.609375,508.3525695800781,0.9925368428230286,278.6480712890625,531.4484252929688,0.9541960954666138,229.87353515625,522.5479125976562,0.9905678629875183,446.7643737792969,510.5249938964844,0.9914478063583374,431.6912536621094,487.4790344238281,0.9963854551315308,381.2089538574219,459.5001220703125,0.9963088631629944,359.7794494628906,417.10498046875,0.9891294240951538,379.5066833496094,575.336669921875,0.996273398399353,360.2521667480469,519.7352905273438,0.9897852540016174,333.1844482421875,507.2187194824219,0.9997183680534363,330.6746826171875,484.6818542480469,0.9978455305099487,283.4877014160156,578.177490234375,0.9981964230537415,288.1011657714844,521.874755859375,0.7382644414901733,315.723388671875,520.6988525390625,0.9978845715522766,318.25665283203125,503.9664001464844,0.9978452920913696
5,369.03961181640625,385.08782958984375,0.9866260886192322,366.9060363769531,395.3160705566406,0.9857869148254395,332.828369140625,469.5594177246094,0.9924085140228271,323.9549560546875,490.73065185546875,0.9967149496078491,310.5911560058594,508.47344970703125,0.9924956560134888,278.6480712890625,531.4802856445312,0.9553083777427673,229.87353515625,522.5523681640625,0.9909432530403137,447.3538513183594,510.49224853515625,0.9909493327140808,431.6580810546875,487.4790344238281,0.9963327646255493,381.18170166015625,459.5129089355469,0.9961556792259216,359.7582702636719,417.10498046875,0.9892469048500061,379.5066833496094,575.3356323242188,0.9962102174758911,360.0417785644531,519.7391967773438,0.9898893237113953,333.13177490234375,507.2301940917969,0.9997294545173645,330.653076171875,484.6793518066406,0.9977776408195496,283.4877014160156,578.177490234375,0.998221218585968,287.9935302734375,521.9354248046875,0.7309907078742981,315.6284484863281,520.7683715820312,0.9980010390281677,318.19915771484375,504.0833740234375,0.9977735877037048
6,368.98260498046875,385.08331298828125,0.9864387512207031,366.8468322753906,395.287353515625,0.9858047366142273,332.7820129394531,469.58392333984375,0.9922297596931458,323.8660583496094,490.7570495605469,0.9967181086540222,310.54443359375,508.51361083984375,0.9924457669258118,278.5426025390625,531.5164184570312,0.9505638480186462,229.86744689941406,522.5625,0.9910757541656494,447.3538513183594,510.4770202636719,0.9913827776908875,431.610595703125,487.50677490234375,0.9964854717254639,381.1124572753906,459.5168762207031,0.9963625073432922,359.7447509765625,417.14337158203125,0.9894668459892273,379.5069580078125,575.3326416015625,0.9962416887283325,359.86956787109375,519.7391967773438,0.9900728464126587,333.0140686035156,507.2784729003906,0.9997407793998718,330.60516357421875,484.6775817871094,0.9977526068687439,283.59326171875,578.1740112304688,0.9982646107673645,287.9100341796875,522.0811157226562,0.7154604196548462,315.51654052734375,520.7683715820312,0.9980053305625916,318.1318359375,504.1195373535156,0.997747004032135
7,368.97930908203125,385.0906677246094,0.9865866899490356,366.7555236816406,395.2710266113281,0.9859446287155151,332.7465515136719,469.5888671875,0.9922663569450378,323.8375549316406,490.7616882324219,0.9967617988586426,310.512939453125,508.51361083984375,0.9924667477607727,278.5165100097656,531.5164184570312,0.9507318735122681,229.837158203125,522.5625,0.9910734295845032,447.3863525390625,510.4233703613281,0.9912706613540649,431.59002685546875,487.4914855957031,0.9964417815208435,381.0940856933594,459.5129089355469,0.9963686466217041,359.72589111328125,417.14337158203125,0.9895480871200562,379.50787353515625,575.3290405273438,0.9962366223335266,359.8684387207031,519.7391967773438,0.9900301694869995,332.9919128417969,507.29620361328125,0.999742329120636,330.5654602050781,484.6793518066406,0.9976984858512878,283.59326171875,578.1785278320312,0.9982074499130249,287.9100341796875,522.0811157226562,0.7222654819488525,315.5097351074219,520.7683715820312,0.9980288147926331,318.09771728515625,504.1195373535156,0.9977729916572571
